"campus","sample_type","sample_subtype","classcode","Kingdom","Phylum","Class","Order","Family","Genus","Species","species_definition","taxonomic_source","taxonomic_id","common_name","notes","size_cutoff","LOOKED1999","LOOKED2000","LOOKED2001","LOOKED2002","LOOKED2003","LOOKED2004","LOOKED2005","LOOKED2006","LOOKED2007","LOOKED2008","LOOKED2009","LOOKED2010","LOOKED2011","LOOKED2012","LOOKED2013","LOOKED2014","LOOKED2015","LOOKED2016","LOOKED2017","LOOKED2018","LOOKED2019"
"UCSB","SWATH","INVERT","URTMCP","Animalia","Cnidaria","Anthozoa","Actiniaria","Actiniidae","Urticina","mcpeaki","Urticina mcpeaki","WoRMS","441490","Sand-Rose Anemone",NA,">2.5cm, longest dimension","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"UCSB","SWATH","INVERT","URTPIS","Animalia","Cnidaria","Anthozoa","Actiniaria","Actiniidae","Urticina","piscivora","Urticina piscivora","WoRMS","441490","Fish-Eating Anemone",NA,">2.5cm, longest dimension","no","no","no","yes","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","SWATH","INVERT","URTPIS","Animalia","Cnidaria","Anthozoa","Actiniaria","Actiniidae","Urticina","piscivora","Urticina piscivora","WoRMS","240779","Fish-Eating Anemone",NA,">2.5cm, longest dimension","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","SWATH","INVERT","URTSPP","Animalia","Cnidaria","Anthozoa","Actiniaria","Actiniidae","Urticina","spp","Urticina","WoRMS","240779","Urticina Spp.",NA,">2.5cm, longest dimension","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","no","no","no","no","no","no","no","no"
"UCSC","SWATH","INVERT","URTSPP","Animalia","Cnidaria","Anthozoa","Actiniaria","Actiniidae","Urticina","spp","Urticina","WoRMS","240764","Urticina Spp.","Any Urticina species other than U. piscivora and U. lofotensis.",">2.5cm, longest dimension","yes","yes","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","SWATH","SWATH","NO_ORG",NA,NA,NA,NA,NA,NA,NA,"No Organisms Present In This Sample","PISCO","240764","No Organisms Present In This Sample",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","UPC","COVER","AGLSTR","Animalia","Cnidaria","Hydrozoa","Leptothecata","Aglaopheniidae","Aglaophenia","struthionides","Aglaophenia struthionides","WoRMS","441698/442171","Ostrich-Plume Hydroid","All other hydroids are sampled as ""Hydroid""",NA,"no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","yes","yes","yes","yes"
"UCSC","UPC","COVER","AGLSTR","Animalia","Cnidaria","Hydrozoa","Leptothecata","Aglaopheniidae","Aglaophenia","struthionides","Aglaophenia struthionides","WoRMS","292720","Ostrich-Plume Hydroid","All other hydroids are sampled as ""Hydroid""",NA,"no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","UPC","COVER","ANEM","Animalia","Cnidaria","Anthozoa","Actiniaria",NA,NA,NA,"Actiniaria","WoRMS","123338","Anemone","Any anemone including Pachycerianthus fimbriatus.",NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","yes","yes","yes","yes"
"UCSC","UPC","COVER","ANEM","Animalia","Cnidaria","Anthozoa","Actiniaria",NA,NA,NA,"Actiniaria","WoRMS","292729","Anemone","Any anemone including Pachycerianthus fimbriatus.",NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","UPC","COVER","BARNAC","Animalia","Arthropoda","Hexanauplia",NA,NA,NA,NA,"Cirripedia","WoRMS","240747","Barnacle",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","yes","yes","yes","yes"
"UCSC","UPC","COVER","BARNAC","Animalia","Arthropoda","Hexanauplia",NA,NA,NA,NA,"Cirripedia","WoRMS","240747","Barnacle",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","UPC","COVER","BARROC",NA,NA,NA,NA,NA,NA,NA,"Bare Rock","PISCO","240747","Bare Rock",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","yes","yes","yes","yes"
"UCSC","UPC","COVER","BARROC",NA,NA,NA,NA,NA,NA,NA,"Bare Rock","PISCO","285860","Bare Rock",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","UPC","COVER","BARSAN",NA,NA,NA,NA,NA,NA,NA,"Bare Sand","PISCO","255062","Bare Sand",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","yes","yes","yes","yes"
"UCSC","UPC","COVER","BARSAN",NA,NA,NA,NA,NA,NA,NA,"Bare Sand","PISCO","255062","Bare Sand",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","UPC","COVER","BRANCH","Plantae","Rhodophyta",NA,NA,NA,NA,NA,"Red Algae (Branching Flat Blade)","PISCO","240756","Red Algae (Branching Flat Blade)","Branching, flat in cross-section. In 1999 this species group only included Rhodymenia spp.",NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","yes","yes","yes","yes"
"UCSC","UPC","COVER","BRANCH","Plantae","Rhodophyta",NA,NA,NA,NA,NA,"Red Algae (Branching Flat Blade)","PISCO","240756","Red Algae (Branching Flat Blade)","Any red alga that has branching, compressed blades that are flat in cross section and roughly 1 cm or greater across. Branching should show a repeating pattern to be distinguished from tearing. . In 1999 this species group only included Rhodymenia spp.",NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","UPC","COVER","BROWN","Chromista","Ochrophyta","Phaeophyceae",NA,NA,NA,NA,"Phaeophyceae","WoRMS","441503","Brown Algae","Any brown algae but not including Stephanocystis, Dictyoneurum, Egregia, Macrocystis, Laminariales, Sargassum, Desmarestia, and Dictyotales (these are distinguished and sampled separately). Typically consists of Colpomenia spp..",NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","yes","yes","yes","yes"
"UCSC","UPC","COVER","BROWN","Chromista","Ochrophyta","Phaeophyceae",NA,NA,NA,NA,"Phaeophyceae","WoRMS","534195","Brown Algae","Any brown algae but not including Stephanocystis, Dictyoneurum, Egregia, Macrocystis, Laminariales, Sargassum, Desmarestia, and Dictyotales (these are distinguished and sampled separately). Typically consists of Colpomenia spp..",NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","UPC","COVER","BRYO","Animalia","Bryozoa",NA,NA,NA,NA,NA,"Bryozoa","WoRMS","413467","Bryozoan","Bryozoans not otherwise classified. Dioporecia californica is distinguished and sampled separately",NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","yes","yes","yes","yes"
"UCSC","UPC","COVER","BRYO","Animalia","Bryozoa",NA,NA,NA,NA,NA,"Bryozoa","WoRMS","170942","Bryozoan","Bryozoans not otherwise classified. Dioporecia californica is distinguished and sampled separately",NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","UPC","COVER","BUSHY","Plantae","Rhodophyta",NA,NA,NA,NA,NA,"Red Algae (Cylindrical Branches)","PISCO","170942","Red Algae (Cylindrical Branches)","Branching, cylindrical in cross-section. In 1999 this species group only included Botryocladia pseudodichotoma",NA,"no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","yes","yes","yes","yes"
"UCSC","UPC","COVER","BUSHY","Plantae","Rhodophyta",NA,NA,NA,NA,NA,"Red Algae (Cylindrical Branches)","PISCO",NA,"Red Algae (Cylindrical Branches)","Any red alga that has cylindrical to subcylindrical branching thalli. Thalli are not flat in cross section but if so are less than 1 cm across. Examples: Gelidium, Pterocladia, Gastroclonium, Gracilaria, Condracanthus canaliculatus. In 1999 this species group only included Botryocladia pseudodichotoma",NA,"no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","UPC","COVER","BUSHY00","Plantae","Rhodophyta",NA,NA,NA,NA,NA,"Red Alga With Cylindrical Branches. Definition Used In 2000","PISCO","283440","Red Alga With Cylindrical Branches. Definition Used In 2000","Branching, cylindrical in cross-section. In 1999 this species group only included Botryocladia pseudodichotoma",NA,"no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"UCSC","UPC","COVER","BUSHY00","Plantae","Rhodophyta",NA,NA,NA,NA,NA,"Red Alga With Cylindrical Branches. Definition Used In 2000","PISCO","283440/283444","Red Alga With Cylindrical Branches. Definition Used In 2000","Branching, cylindrical in cross-section. In 1999 this species group only included Botryocladia pseudodichotoma",NA,"no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"UCSB","UPC","COVER","CLAM","Animalia","Mollusca","Bivalvia",NA,NA,NA,NA,"Clam","PISCO","283440","Clam","Any embedded boring clam.",NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","yes","yes","yes","yes"
"UCSC","UPC","COVER","CLAM","Animalia","Mollusca","Bivalvia",NA,NA,NA,NA,"Clam","PISCO","283444","Clam","Any embedded boring clam.",NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","UPC","COVER","COMTUN","Animalia","Chordata","Ascidiacea",NA,NA,NA,NA,"Tunicate -Colonial,Compund,Social","PISCO","283441","Tunicate -Colonial,Compund,Social","Includes Clavelina huntsmani, Distaplia occidentalis, Pycnoclavella stanleyi, Metandrocarpa spp. Didemnum carnulentum, Botrylloides spp., Archidistoma molle, Polyclinum planum.",NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","yes","yes","yes","yes"
"UCSC","UPC","COVER","COMTUN","Animalia","Chordata","Ascidiacea",NA,NA,NA,NA,"Tunicate -Colonial,Compund,Social","PISCO","283441","Tunicate -Colonial,Compund,Social","Includes Clavelina huntsmani, Distaplia occidentalis, Pycnoclavella stanleyi, Metandrocarpa spp. Didemnum carnulentum, Botrylloides spp., Archidistoma molle, Polyclinum planum.",NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","UPC","COVER","CORCAL","Animalia","Cnidaria","Anthozoa","Corallimorpharia","Corallimorphidae","Corynactis","californica","Corynactis californica","WoRMS","100832","Strawberry Anemone",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","yes","yes","yes","yes"
"UCSC","UPC","COVER","CORCAL","Animalia","Cnidaria","Anthozoa","Corallimorpharia","Corallimorphidae","Corynactis","californica","Corynactis californica","WoRMS","100832","Strawberry Anemone",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","UPC","COVER","CRUCOR","Plantae","Rhodophyta","Florideophyceae","Corallinales",NA,NA,NA,"Coralline Algae -Crustose","PISCO","283445","Coralline Algae -Crustose",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","yes","yes","yes","yes"
"UCSC","UPC","COVER","CRUCOR","Plantae","Rhodophyta","Florideophyceae","Corallinales",NA,NA,NA,"Coralline Algae -Crustose","PISCO","283445","Coralline Algae -Crustose","Encrusting or crustose coralline algae.",NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","UPC","COVER","CUCSPP","Animalia","Echinodermata","Holothuroidea","Dendrochirotida","Cucumariidae","Cucumaria","spp","Cucumaria","WoRMS","100706","Sea Cucumber (embedded, non-mobile)",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","yes","yes","yes","yes"
"UCSC","UPC","COVER","CUCSPP","Animalia","Echinodermata","Holothuroidea","Dendrochirotida","Cucumariidae","Cucumaria","spp","Cucumaria","WoRMS","100706","Sea Cucumber (embedded, non-mobile)","Any embedded (non-mobile) sea cucumber.",NA,"no","no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","UPC","COVER","CUPCOR","Animalia","Cnidaria","Anthozoa","Scleractinia",NA,NA,NA,"Cup Coral","PISCO","284054","Cup Coral","Includes Balanophyllia elegans, Astrangia lajollaensis, Paracyathus stearnsi.",NA,"no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","yes","yes","yes","yes"
"UCSC","UPC","COVER","CUPCOR","Animalia","Cnidaria","Anthozoa","Scleractinia",NA,NA,NA,"Cup Coral","PISCO","284054","Cup Coral","Includes Balanophyllia elegans, Astrangia lajollaensis, Paracyathus stearnsi.",NA,"no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","UPC","COVER","DEADHOLD",NA,NA,NA,NA,NA,NA,NA,"Macrosystis Holdfast (Dead)","PISCO","1360","Macrosystis Holdfast (Dead)",NA,NA,"no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","yes","yes","yes","yes"
"UCSC","UPC","COVER","DEADHOLD",NA,NA,NA,NA,NA,NA,NA,"Macrosystis Holdfast (Dead)","PISCO","1360","Macrosystis Holdfast (Dead)",NA,NA,"no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","UPC","COVER","DESSPP","Chromista","Ochrophyta","Phaeophyceae","Desmarestiales","Desmarestiaceae","Desmarestia","spp","Desmarestia","WoRMS","1082","Acidic Seaweed",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","yes","yes","yes","yes"
"UCSC","UPC","COVER","DESSPP","Chromista","Ochrophyta","Phaeophyceae","Desmarestiales","Desmarestiaceae","Desmarestia","spp","Desmarestia","WoRMS","1082","Acidic Seaweed",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","UPC","COVER","DIACAL","Animalia","Bryozoa","Stenolaemata","Cyclostomatida",NA,"Diaperoforma","californica","Diaperoforma californica","WoRMS",NA,"Southern Staghorn Bryozoan","All other bryozoans are sampled as ""Bryozoan""",NA,"no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","yes","yes","yes","yes"
"UCSB","UPC","COVER","DICSPP","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Costariaceae","Dictyoneurum","californicum/reticulatum","Dictyoneurum californicum/reticulatum","WoRMS",NA,"Dictyoneurum","sampled on swath trasects prior to 2001",NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","yes","yes","yes","yes"
"UCSC","UPC","COVER","DICSPP","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Costariaceae","Dictyoneurum","californicum/reticulatum","Dictyoneurum californicum/reticulatum","WoRMS","830","Dictyoneurum","sampled on swath trasects prior to 2001",NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","UPC","COVER","DICTYOTALES","Chromista","Ochrophyta","Phaeophyceae","Dictyotales",NA,"Dictyotales","spp","Dictyotales","WoRMS","830","Dictyotales",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","yes","yes","yes","yes"
"UCSC","UPC","COVER","DICTYOTALES","Chromista","Ochrophyta","Phaeophyceae","Dictyotales",NA,"Dictyotales","spp","Dictyotales","WoRMS","146142","Dictyotales","This species group includes Dictyota spp. and Dictyopteris undulata.",NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","UPC","COVER","DIOCHA","Animalia","Annelida","Polychaeta","Eunicida, no order available for Chaetopterus","Onuphidae, Chaetopteridae","Diopatra/Chaetopterus","spp","Diopatra/Chaetopterus spp","WoRMS","146142","Ornate Tube Worm","Combined species group of Diopatra ornata and Chaetopterus sp..",NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","yes","yes","yes","yes"
"UCSC","UPC","COVER","DIOCHA","Animalia","Annelida","Polychaeta","Eunicida, no order available for Chaetopterus","Onuphidae, Chaetopteridae","Diopatra/Chaetopterus","spp","Diopatra/Chaetopterus spp","WoRMS",NA,"Ornate Tube Worm","Combined species group of Diopatra ornata and Chaetopterus sp..",NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","UPC","COVER","DODFEW","Animalia","Annelida","Polychaeta","Terebellida","Cirratulidae","Dodecaceria","fewkesi","Dodecaceria fewkesi","WoRMS",NA,"Dodecaceria","This species was sampled starting in 2000. In 1999 it was part of the species group ""tubeworm"".",NA,"no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","yes","yes","yes","yes"
"UCSC","UPC","COVER","DODFEW","Animalia","Annelida","Polychaeta","Terebellida","Cirratulidae","Dodecaceria","fewkesi","Dodecaceria fewkesi","WoRMS",NA,"Dodecaceria","This species was sampled starting in 2000. In 1999 it was part of the species group ""tubeworm"".",NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","UPC","COVER","EGRMEN","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Lessoniaceae","Egregia","menziesii","Egregia menziesii","WoRMS",NA,"Egregia",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","yes","yes","yes","yes"
"UCSC","UPC","COVER","EGRMEN","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Lessoniaceae","Egregia","menziesii","Egregia menziesii","WoRMS",NA,"Egregia",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","UPC","COVER","ENCRED","Plantae","Rhodophyta",NA,NA,NA,NA,NA,"Red Algae -Encrusting","PISCO",NA,"Red Algae -Encrusting","Encrusting non-coralline red algae.",NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","yes","yes","yes","yes"
"UCSC","UPC","COVER","ENCRED","Plantae","Rhodophyta",NA,NA,NA,NA,NA,"Red Algae -Encrusting","PISCO",NA,"Red Algae -Encrusting","Encrusting non-coralline red algae.",NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","UPC","COVER","ERECOR","Plantae","Rhodophyta","Florideophyceae","Corallinales",NA,NA,NA,"Coralline Algae -Erect/Articulated","PISCO",NA,"Coralline Algae -Erect/Articulated",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","yes","yes","yes","yes"
"UCSC","UPC","COVER","ERECOR","Plantae","Rhodophyta","Florideophyceae","Corallinales",NA,NA,NA,"Coralline Algae -Erect/Articulated","PISCO","283836","Coralline Algae -Erect/Articulated",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","UPC","COVER","ERECTRED","Plantae","Rhodophyta",NA,NA,NA,NA,NA,"Red Fleshy Algae","PISCO","283836","Red Fleshy Algae","Any upright fleshy red algae.",NA,"no","no","no","no","no","no","yes","no","yes","yes","no","no","no","no","no","no","no","no","no","no","no"
"UCSB","UPC","COVER","GORGAD","Animalia","Cnidaria","Anthozoa","Alcyonacea",NA,NA,NA,"Gorgonian Adult","PISCO",NA,"Gorgonian Adult",NA,NA,"no","no","no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","yes","yes","yes","yes"
"UCSC","UPC","COVER","GORGAD","Animalia","Cnidaria","Anthozoa","Alcyonacea",NA,NA,NA,"Gorgonian Adult","PISCO",NA,"Gorgonian Adult",NA,NA,"no","no","no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","UPC","COVER","GREEN","Plantae","Chlorophyta",NA,NA,NA,NA,NA,"Chlorophyta","WoRMS","123479","Green Algae","Any green algae including Codium, Ulva, Cladophora, Enteromorpha.",NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","yes","yes","yes","yes"
"UCSC","UPC","COVER","GREEN","Plantae","Chlorophyta",NA,NA,NA,NA,NA,"Chlorophyta","WoRMS","123479","Green Algae","Any green algae including Codium, Ulva, Cladophora, Enteromorpha.",NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","UPC","COVER","HETPAC","Animalia","Bryozoa","Stenolaemata","Cyclostomatida","Heteroporidae","Heteropora","pacifica","Heteropora pacifica","WoRMS",NA,"Northern Staghorn Bryozoan",NA,NA,"no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","yes","yes"
"UCSB","UPC","COVER","HYDROID","Animalia","Cnidaria","Hydrozoa",NA,NA,NA,NA,"Hydroid","WoRMS",NA,"Hydroid","Aglaophenia struthenoides is distinguished and sampled separately",NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","yes","yes","yes","yes"
"UCSC","UPC","COVER","HYDROID","Animalia","Cnidaria","Hydrozoa",NA,NA,NA,NA,"Hydroid","WoRMS","144061","Hydroid","Aglaophenia struthenoides is distinguished and sampled separately",NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","UPC","COVER","LACY","Plantae","Rhodophyta",NA,NA,NA,NA,NA,"Red Algae (Lacy Branching)","PISCO","144061","Red Algae (Lacy Branching)","Any red algae that is filamentous or finely, densely branched.. This species group was sampled starting in 2001",NA,"no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","yes","yes","yes","yes"
"UCSC","UPC","COVER","LACY","Plantae","Rhodophyta",NA,NA,NA,NA,NA,"Red Algae (Lacy Branching)","PISCO","472584","Red Algae (Lacy Branching)","Any red algae that is filamentous or finely, densely branched. Branches are too small to isolate by hand. Examples: Plocamium, Microcladia, Polysiphonia, Ceramium, Neoptilota.. This species group was sampled starting in 2001",NA,"no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","UPC","COVER","LAMHOLD","Chromista","Ochrophyta","Phaeophyceae","Laminariales",NA,NA,NA,"Laminariales Holdfast (Alive)","PISCO","372515/503878","Laminariales Holdfast (Alive)","This species group includes all Laminarian kelp holdfasts except Macrocystis pyrifera . This species group was sampled starting in 2000",NA,"no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","yes","yes","yes","yes"
"UCSC","UPC","COVER","LAMHOLD","Chromista","Ochrophyta","Phaeophyceae","Laminariales",NA,NA,NA,"Laminariales Holdfast (Alive)","PISCO","372515/503878","Laminariales Holdfast (Alive)","This species group includes all Laminarian kelp holdfasts except Macrocystis pyrifera . This species group was sampled starting in 2000",NA,"no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","UPC","COVER","LEAFY","Plantae","Rhodophyta",NA,NA,NA,NA,NA,"Red Algae (Leaf-Like)","PISCO","839","Red Algae (Leaf-Like)","Any red alga that consists of single or multiple blades that have entire margins and do not branch past the basal portions.. This species group was sampled starting in 2000",NA,"no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","yes","yes","yes","yes"
"UCSC","UPC","COVER","LEAFY","Plantae","Rhodophyta",NA,NA,NA,NA,NA,"Red Algae (Leaf-Like)","PISCO","839","Red Algae (Leaf-Like)","Any red alga that consists of single or multiple blades that have entire margins and do not branch past the basal portions. Can be torn but will not be in a repeating pattern. Examples: Gigartina, Mazaella, Halymenia, Schizymenia.. This species group was sampled starting in 2000",NA,"no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","UPC","COVER","MACPYRHF","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Macrocystis","pyrifera","Macrocystis pyrifera","WoRMS","129398/129229","Macrosystis Holdfast (Alive)",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","yes","yes","yes","yes"
"UCSC","UPC","COVER","MACPYRHF","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Macrocystis","pyrifera","Macrocystis pyrifera","WoRMS","129398/129229","Macrosystis Holdfast (Alive)",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","UPC","COVER","MUD",NA,NA,NA,NA,NA,NA,NA,"Sediment/Mud","PISCO","327435","Sediment/Mud",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","yes","yes","yes","yes"
"UCSC","UPC","COVER","MUD",NA,NA,NA,NA,NA,NA,NA,"Sediment/Mud","PISCO","327435","Sediment/Mud","Defined as persistent fine sediment that can't be brushed away by hand.",NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","UPC","COVER","MUSSEL","Animalia","Mollusca","Bivalvia","Mytilida","Mytilidae","Mytilus",NA,"Mytilus spp","WoRMS","372502","Mussel","This species group was sampled on UPC instead of quadrats starting in 2004.",NA,"no","no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","yes","yes","yes","yes"
